"G","Date","Tm","X","Opp","Result","GS","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","Player","RSorPO"
5,"1999-02-11","LAL","@","MIN","L",1,"38:00",8,21,0.38,0,3,0,8,9,0.89,2,8,10,2,2,1,1,1,24,18.6,"Kobe Bryant","Regular Season"
6,"1999-02-14","LAL","","IND","L",1,"35:00",6,12,0.5,1,4,0.25,5,6,0.83,0,2,2,0,2,2,3,5,18,10.6,"Kobe Bryant","Regular Season"
7,"1999-02-16","LAL","","CHH","W",1,"31:00",8,14,0.57,0,1,0,0,0,NA,0,9,9,5,2,2,4,1,16,14.6,"Kobe Bryant","Regular Season"
8,"1999-02-17","LAL","","DAL","W",1,"31:00",8,15,0.53,0,0,NA,7,8,0.88,1,8,9,4,1,0,3,2,23,18.4,"Kobe Bryant","Regular Season"
9,"1999-02-19","LAL","","SAS","W",1,"42:00",9,19,0.47,0,0,NA,3,4,0.75,1,7,8,6,1,1,3,5,21,14.6,"Kobe Bryant","Regular Season"
10,"1999-02-21","LAL","@","SEA","L",1,"40:00",8,20,0.4,1,6,0.17,6,6,1,4,9,13,2,1,0,4,5,23,14.1,"Kobe Bryant","Regular Season"
11,"1999-02-22","LAL","@","DEN","L",1,"46:00",8,15,0.53,1,3,0.33,9,11,0.82,1,12,13,9,1,0,4,4,26,23.9,"Kobe Bryant","Regular Season"
12,"1999-02-23","LAL","@","VAN","L",1,"35:00",5,21,0.24,0,6,0,1,3,0.33,2,3,5,2,0,0,5,5,11,-5.8,"Kobe Bryant","Regular Season"
13,"1999-02-25","LAL","@","LAC","W",1,"25:00",2,6,0.33,0,1,0,3,4,0.75,1,5,6,2,1,0,2,1,7,5.4,"Kobe Bryant","Regular Season"
14,"1999-02-26","LAL","","LAC","W",1,"34:00",7,10,0.7,0,0,NA,8,10,0.8,0,4,4,0,1,2,6,6,22,12.2,"Kobe Bryant","Regular Season"
15,"1999-02-28","LAL","","HOU","W",1,"40:00",8,20,0.4,0,2,0,2,2,1,0,5,5,3,1,1,4,2,18,7.7,"Kobe Bryant","Regular Season"
16,"1999-03-01","LAL","@","PHO","W",1,"27:00",3,11,0.27,0,1,0,4,5,0.8,1,3,4,2,1,1,3,5,10,2.8,"Kobe Bryant","Regular Season"
17,"1999-03-03","LAL","","PHO","W",1,"42:00",11,19,0.58,0,0,NA,10,12,0.83,0,5,5,5,2,4,4,0,32,28.1,"Kobe Bryant","Regular Season"
18,"1999-03-05","LAL","","SEA","W",1,"43:00",8,15,0.53,0,0,NA,4,4,1,2,3,5,2,1,1,2,2,20,15.3,"Kobe Bryant","Regular Season"
19,"1999-03-07","LAL","@","UTA","W",1,"38:00",7,16,0.44,0,2,0,10,13,0.77,2,2,4,1,0,1,5,5,24,10.8,"Kobe Bryant","Regular Season"
20,"1999-03-09","LAL","@","LAC","W",1,"28:00",4,7,0.57,0,0,NA,8,10,0.8,1,1,2,5,2,0,4,4,16,12.8,"Kobe Bryant","Regular Season"
21,"1999-03-10","LAL","","LAC","W",1,"28:00",4,14,0.29,0,0,NA,1,2,0.5,2,2,4,4,0,0,3,3,9,1,"Kobe Bryant","Regular Season"
22,"1999-03-12","LAL","","GSW","W",1,"42:00",7,13,0.54,0,0,NA,4,4,1,0,4,4,3,5,1,2,3,18,17.5,"Kobe Bryant","Regular Season"
23,"1999-03-14","LAL","@","SAC","L",1,"43:00",11,19,0.58,1,6,0.17,6,6,1,2,8,10,4,2,0,6,1,29,22.3,"Kobe Bryant","Regular Season"
24,"1999-03-16","LAL","@","MIN","W",1,"39:00",6,12,0.5,1,2,0.5,8,10,0.8,2,7,9,3,0,0,0,3,21,18.6,"Kobe Bryant","Regular Season"
25,"1999-03-18","LAL","@","CLE","L",1,"37:00",4,12,0.33,0,1,0,6,6,1,1,3,4,5,0,0,2,5,14,8.3,"Kobe Bryant","Regular Season"
26,"1999-03-19","LAL","@","PHI","L",1,"40:00",9,16,0.56,1,4,0.25,4,4,1,0,2,2,2,1,1,5,1,23,13.7,"Kobe Bryant","Regular Season"
27,"1999-03-21","LAL","@","ORL","W",1,"45:00",15,24,0.62,2,2,1,6,7,0.86,0,3,3,4,2,1,4,3,38,28,"Kobe Bryant","Regular Season"
28,"1999-03-22","LAL","@","DAL","W",1,"37:00",8,17,0.47,0,0,NA,5,5,1,0,2,2,2,2,1,1,0,21,16,"Kobe Bryant","Regular Season"
29,"1999-03-24","LAL","","PHO","L",1,"39:00",10,22,0.45,0,3,0,5,7,0.71,1,2,3,2,1,2,5,3,25,11.7,"Kobe Bryant","Regular Season"
30,"1999-03-26","LAL","","SAC","L",1,"40:00",10,17,0.59,1,1,1,5,6,0.83,0,0,0,6,2,3,2,0,26,24,"Kobe Bryant","Regular Season"
31,"1999-03-28","LAL","","NYK","W",1,"39:00",11,20,0.55,0,0,NA,7,8,0.88,0,5,5,3,5,1,2,3,29,25.1,"Kobe Bryant","Regular Season"
32,"1999-03-29","LAL","","VAN","W",1,"34:00",7,17,0.41,0,1,0,6,6,1,3,0,3,3,3,3,2,2,20,17.4,"Kobe Bryant","Regular Season"
33,"1999-04-02","LAL","@","PHO","W",1,"41:00",7,20,0.35,0,0,NA,4,4,1,0,3,3,4,2,2,4,3,18,8.7,"Kobe Bryant","Regular Season"
34,"1999-04-03","LAL","","GSW","L",1,"39:00",5,15,0.33,0,1,0,7,9,0.78,1,1,2,2,1,0,2,2,17,8.3,"Kobe Bryant","Regular Season"
35,"1999-04-05","LAL","","DEN","W",1,"37:00",8,12,0.67,4,4,1,6,7,0.86,1,1,2,3,0,0,0,1,26,23.1,"Kobe Bryant","Regular Season"
36,"1999-04-06","LAL","","UTA","L",1,"35:00",6,14,0.43,0,2,0,3,4,0.75,2,0,2,3,0,1,1,3,15,9.2,"Kobe Bryant","Regular Season"
37,"1999-04-07","LAL","@","SAC","W",1,"42:00",7,18,0.39,0,1,0,4,4,1,0,2,2,7,6,0,8,4,18,10.1,"Kobe Bryant","Regular Season"
38,"1999-04-09","LAL","","MIN","W",1,"37:00",7,14,0.5,1,3,0.33,3,4,0.75,2,1,3,7,1,0,1,2,18,16.4,"Kobe Bryant","Regular Season"
39,"1999-04-11","LAL","","SEA","L",1,"44:00",8,21,0.38,0,4,0,9,10,0.9,2,3,5,9,1,0,0,6,25,20.3,"Kobe Bryant","Regular Season"
40,"1999-04-13","LAL","@","POR","L",1,"39:00",7,19,0.37,0,2,0,6,7,0.86,0,0,0,2,0,0,2,1,20,8.1,"Kobe Bryant","Regular Season"
41,"1999-04-17","LAL","@","UTA","L",1,"42:00",6,16,0.38,2,4,0.5,3,5,0.6,0,5,5,5,0,0,4,2,17,7.6,"Kobe Bryant","Regular Season"
42,"1999-04-19","LAL","","VAN","W",1,"36:00",6,11,0.55,0,3,0,5,6,0.83,0,4,4,8,1,0,1,4,17,16.5,"Kobe Bryant","Regular Season"
43,"1999-04-20","LAL","@","GSW","W",1,"40:00",10,17,0.59,3,4,0.75,4,5,0.8,3,2,5,5,1,3,5,3,27,21.8,"Kobe Bryant","Regular Season"
44,"1999-04-21","LAL","@","POR","L",1,"45:00",7,15,0.47,2,5,0.4,6,7,0.86,2,4,6,4,2,1,6,4,22,14.4,"Kobe Bryant","Regular Season"
45,"1999-04-24","LAL","@","SAS","L",1,"38:00",5,14,0.36,0,2,0,1,2,0.5,0,4,4,4,2,1,2,3,11,6.3,"Kobe Bryant","Regular Season"
46,"1999-04-26","LAL","@","HOU","L",1,"35:00",3,14,0.21,1,3,0.33,2,2,1,1,4,5,2,1,0,1,2,9,2.9,"Kobe Bryant","Regular Season"
47,"1999-04-29","LAL","","POR","W",1,"38:00",5,11,0.45,0,2,0,5,6,0.83,0,6,6,7,2,2,6,2,15,12.2,"Kobe Bryant","Regular Season"
48,"1999-05-02","LAL","@","SEA","W",1,"44:00",12,20,0.6,1,2,0.5,3,4,0.75,2,4,6,4,2,3,3,5,28,22.9,"Kobe Bryant","Regular Season"
49,"1999-05-03","LAL","","DAL","W",1,"40:00",6,12,0.5,0,0,NA,5,5,1,0,4,4,10,3,1,5,4,17,16.3,"Kobe Bryant","Regular Season"
50,"1999-05-05","LAL","","POR","W",1,"22:00",4,5,0.8,0,0,NA,3,5,0.6,1,4,5,1,0,0,1,2,11,9.1,"Kobe Bryant","Regular Season"
1,"1999-12-01","LAL","","GSW","W",0,"30:00",7,18,0.39,0,3,0,5,6,0.83,3,3,6,3,0,0,2,4,19,10.3,"Kobe Bryant","Regular Season"
2,"1999-12-03","LAL","","POR","W",0,"34:00",6,15,0.4,0,1,0,11,13,0.85,2,6,8,0,2,1,0,4,23,18.4,"Kobe Bryant","Regular Season"
3,"1999-12-05","LAL","","ORL","W",0,"26:00",6,12,0.5,2,3,0.67,1,2,0.5,0,3,3,3,1,1,4,2,15,8.5,"Kobe Bryant","Regular Season"
4,"1999-12-07","LAL","","WAS","W",0,"31:00",5,13,0.38,0,1,0,11,14,0.79,0,1,1,2,2,0,3,4,21,11.8,"Kobe Bryant","Regular Season"
5,"1999-12-08","LAL","@","SAC","L",1,"42:00",11,19,0.58,1,2,0.5,4,5,0.8,0,6,6,5,1,0,6,1,27,17.6,"Kobe Bryant","Regular Season"
6,"1999-12-11","LAL","@","VAN","W",1,"39:00",5,12,0.42,0,0,NA,4,4,1,1,5,6,7,0,5,2,3,14,15,"Kobe Bryant","Regular Season"
7,"1999-12-12","LAL","","DET","W",1,"35:00",11,24,0.46,0,2,0,4,5,0.8,1,4,5,6,1,1,3,5,26,16,"Kobe Bryant","Regular Season"
8,"1999-12-14","LAL","","LAC","W",1,"30:00",5,12,0.42,0,1,0,8,9,0.89,0,3,3,3,2,2,1,1,18,16.2,"Kobe Bryant","Regular Season"
9,"1999-12-16","LAL","@","ATL","W",1,"41:00",10,19,0.53,0,1,0,10,11,0.91,1,6,7,2,0,1,0,6,30,22.5,"Kobe Bryant","Regular Season"
10,"1999-12-17","LAL","@","MIN","W",1,"44:00",10,24,0.42,0,2,0,8,9,0.89,3,4,7,12,1,0,4,5,28,21.5,"Kobe Bryant","Regular Season"
11,"1999-12-19","LAL","@","TOR","W",1,"41:00",9,20,0.45,0,0,NA,8,11,0.73,0,3,3,3,3,0,4,5,26,14.4,"Kobe Bryant","Regular Season"
12,"1999-12-20","LAL","@","BOS","W",1,"45:00",9,17,0.53,1,1,1,8,8,1,0,4,4,4,4,0,3,3,27,22.5,"Kobe Bryant","Regular Season"
13,"1999-12-25","LAL","","SAS","W",1,"35:00",7,19,0.37,0,1,0,4,5,0.8,0,5,5,5,0,0,4,3,18,6.9,"Kobe Bryant","Regular Season"
14,"1999-12-27","LAL","","DAL","W",1,"42:00",10,22,0.45,1,1,1,4,4,1,2,7,9,4,3,0,3,3,25,18.7,"Kobe Bryant","Regular Season"
15,"1999-12-29","LAL","","PHO","W",1,"41:00",8,15,0.53,0,0,NA,2,2,1,0,6,6,6,1,0,4,3,18,12.5,"Kobe Bryant","Regular Season"
16,"2000-01-04","LAL","@","LAC","W",1,"37:00",12,26,0.46,0,1,0,5,7,0.71,5,4,9,2,1,0,4,4,29,16.3,"Kobe Bryant","Regular Season"
17,"2000-01-05","LAL","","LAC","W",1,"37:00",11,22,0.5,0,1,0,4,6,0.67,3,7,10,6,1,2,2,3,26,21.8,"Kobe Bryant","Regular Season"
18,"2000-01-07","LAL","","CHH","W",1,"36:00",5,19,0.26,1,4,0.25,2,2,1,3,7,10,4,1,0,5,5,13,2.7,"Kobe Bryant","Regular Season"
19,"2000-01-08","LAL","@","SEA","W",1,"43:00",11,18,0.61,5,7,0.71,4,5,0.8,0,6,6,1,3,1,3,4,31,24,"Kobe Bryant","Regular Season"
20,"2000-01-10","LAL","","DEN","W",1,"36:00",12,18,0.67,4,6,0.67,2,2,1,4,3,7,4,4,1,1,2,30,31.6,"Kobe Bryant","Regular Season"
21,"2000-01-12","LAL","@","MIL","W",1,"43:00",10,19,0.53,0,3,0,2,2,1,2,2,4,5,3,2,3,5,22,17.6,"Kobe Bryant","Regular Season"
22,"2000-01-14","LAL","@","IND","L",1,"40:00",7,19,0.37,0,1,0,4,4,1,2,5,7,3,0,1,2,6,18,8.8,"Kobe Bryant","Regular Season"
23,"2000-01-15","LAL","@","MIN","W",1,"40:00",8,18,0.44,2,3,0.67,4,5,0.8,0,3,3,6,1,2,2,4,22,16.1,"Kobe Bryant","Regular Season"
24,"2000-01-17","LAL","","SEA","L",1,"42:00",6,18,0.33,0,5,0,3,4,0.75,1,13,14,2,4,0,3,3,15,10.2,"Kobe Bryant","Regular Season"
25,"2000-01-19","LAL","","CLE","W",1,"41:00",6,15,0.4,0,2,0,13,14,0.93,3,10,13,4,0,2,6,4,25,18.2,"Kobe Bryant","Regular Season"
26,"2000-01-22","LAL","","POR","L",1,"37:00",13,19,0.68,1,2,0.5,1,2,0.5,0,4,4,2,1,0,2,6,28,18.7,"Kobe Bryant","Regular Season"
27,"2000-01-24","LAL","@","UTA","L",1,"44:00",9,24,0.38,1,2,0.5,7,8,0.88,2,5,7,1,0,3,4,5,26,12.1,"Kobe Bryant","Regular Season"
28,"2000-01-28","LAL","","MIL","W",1,"33:00",8,15,0.53,1,2,0.5,6,6,1,0,2,2,0,3,1,0,4,23,18.4,"Kobe Bryant","Regular Season"
29,"2000-01-30","LAL","@","HOU","L",1,"41:00",6,22,0.27,0,2,0,5,6,0.83,1,3,4,5,1,0,2,3,17,6.5,"Kobe Bryant","Regular Season"
30,"2000-02-01","LAL","@","SAS","L",1,"41:00",7,14,0.5,0,1,0,5,6,0.83,1,6,7,8,4,2,1,3,19,22.9,"Kobe Bryant","Regular Season"
31,"2000-02-04","LAL","","UTA","W",1,"26:00",5,8,0.62,0,1,0,3,5,0.6,0,4,4,9,2,1,4,4,13,13.2,"Kobe Bryant","Regular Season"
32,"2000-02-07","LAL","","DEN","W",1,"42:00",10,21,0.48,3,5,0.6,6,7,0.86,1,8,9,11,1,3,4,2,29,27,"Kobe Bryant","Regular Season"
33,"2000-02-09","LAL","","MIN","W",1,"33:00",9,17,0.53,2,2,1,4,5,0.8,2,3,5,4,1,0,5,1,24,16,"Kobe Bryant","Regular Season"
34,"2000-02-15","LAL","@","CHI","W",1,"42:00",8,14,0.57,1,3,0.33,4,4,1,1,4,5,5,5,2,4,1,21,21.8,"Kobe Bryant","Regular Season"
35,"2000-02-16","LAL","@","CHH","W",1,"34:00",9,18,0.5,0,1,0,8,8,1,3,4,7,6,0,0,3,3,26,20.3,"Kobe Bryant","Regular Season"
36,"2000-02-18","LAL","@","ORL","W",1,"44:00",4,10,0.4,1,2,0.5,2,2,1,0,3,3,5,4,0,4,2,11,9.2,"Kobe Bryant","Regular Season"
37,"2000-02-20","LAL","@","PHI","W",1,"39:00",7,15,0.47,0,1,0,4,5,0.8,1,2,3,7,0,5,3,3,18,15.4,"Kobe Bryant","Regular Season"
38,"2000-02-22","LAL","@","NJN","W",1,"39:00",9,20,0.45,0,1,0,3,4,0.75,3,1,4,4,0,1,1,3,21,13.9,"Kobe Bryant","Regular Season"
39,"2000-02-23","LAL","@","CLE","W",1,"39:00",9,22,0.41,1,3,0.33,2,3,0.67,0,7,7,6,2,1,0,2,21,17,"Kobe Bryant","Regular Season"
40,"2000-02-25","LAL","","BOS","W",1,"31:00",6,12,0.5,0,0,NA,5,6,0.83,1,5,6,5,3,2,2,5,17,16.7,"Kobe Bryant","Regular Season"
41,"2000-02-27","LAL","","HOU","W",1,"36:00",13,18,0.72,2,4,0.5,3,7,0.43,1,3,4,6,1,1,4,5,31,23.5,"Kobe Bryant","Regular Season"
42,"2000-02-29","LAL","@","POR","W",1,"36:00",6,11,0.55,0,1,0,10,10,1,1,6,7,3,1,1,5,4,22,16.4,"Kobe Bryant","Regular Season"
43,"2000-03-01","LAL","","VAN","W",1,"42:00",9,22,0.41,1,4,0.25,8,10,0.8,3,3,6,3,2,0,1,2,27,19.7,"Kobe Bryant","Regular Season"
44,"2000-03-03","LAL","","IND","W",1,"41:00",9,17,0.53,1,2,0.5,3,4,0.75,1,4,5,7,1,1,3,3,22,17.6,"Kobe Bryant","Regular Season"
45,"2000-03-05","LAL","","MIA","W",1,"39:00",5,12,0.42,1,3,0.33,4,6,0.67,1,6,7,3,3,1,2,4,15,12.5,"Kobe Bryant","Regular Season"
46,"2000-03-06","LAL","@","LAC","W",1,"29:00",9,12,0.75,1,2,0.5,3,4,0.75,0,1,1,5,0,0,0,5,22,18.6,"Kobe Bryant","Regular Season"
47,"2000-03-09","LAL","@","GSW","W",1,"39:00",9,19,0.47,1,4,0.25,11,13,0.85,3,1,4,4,2,1,2,2,30,24.6,"Kobe Bryant","Regular Season"
48,"2000-03-12","LAL","","SAC","W",1,"43:00",15,24,0.62,2,4,0.5,8,9,0.89,3,7,10,8,0,1,4,3,40,34.1,"Kobe Bryant","Regular Season"
49,"2000-03-13","LAL","@","DEN","W",1,"43:00",8,20,0.4,0,3,0,6,8,0.75,2,7,9,5,1,0,1,4,22,15.8,"Kobe Bryant","Regular Season"
50,"2000-03-16","LAL","@","WAS","L",1,"33:00",2,10,0.2,0,0,NA,3,4,0.75,1,2,3,7,1,0,6,6,7,-0.8,"Kobe Bryant","Regular Season"
51,"2000-03-17","LAL","@","DET","W",1,"33:00",12,21,0.57,0,1,0,1,5,0.2,2,6,8,6,2,2,4,3,25,19.1,"Kobe Bryant","Regular Season"
52,"2000-03-19","LAL","@","NYK","W",1,"44:00",8,23,0.35,1,4,0.25,7,10,0.7,2,7,9,7,3,1,2,2,24,19.2,"Kobe Bryant","Regular Season"
53,"2000-03-20","LAL","@","MIA","W",1,"43:00",11,25,0.44,0,0,NA,1,1,1,0,5,5,4,1,0,2,2,23,12.4,"Kobe Bryant","Regular Season"
54,"2000-03-22","LAL","","GSW","W",1,"28:00",7,16,0.44,2,4,0.5,2,2,1,1,5,6,4,2,2,3,2,18,14.2,"Kobe Bryant","Regular Season"
55,"2000-03-24","LAL","","PHO","W",1,"33:00",9,15,0.6,1,2,0.5,9,11,0.82,2,4,6,7,2,0,1,5,28,26.8,"Kobe Bryant","Regular Season"
56,"2000-03-26","LAL","@","SAC","W",1,"44:00",8,19,0.42,0,1,0,8,11,0.73,5,9,14,4,2,1,3,1,24,21,"Kobe Bryant","Regular Season"
57,"2000-03-29","LAL","@","VAN","W",1,"43:00",13,20,0.65,0,0,NA,2,2,1,3,3,6,3,4,0,1,5,28,25.3,"Kobe Bryant","Regular Season"
58,"2000-03-31","LAL","","PHI","W",1,"37:00",4,12,0.33,0,2,0,2,2,1,1,8,9,5,0,1,4,2,10,5.7,"Kobe Bryant","Regular Season"
59,"2000-04-02","LAL","","NYK","W",1,"29:00",5,11,0.45,0,0,NA,7,7,1,0,6,6,8,0,1,2,1,17,17,"Kobe Bryant","Regular Season"
60,"2000-04-05","LAL","@","GSW","W",1,"42:00",5,14,0.36,1,1,1,5,6,0.83,2,3,5,11,1,0,4,4,16,13.2,"Kobe Bryant","Regular Season"
61,"2000-04-08","LAL","","SAS","L",1,"39:00",12,30,0.4,0,3,0,2,4,0.5,3,5,8,5,1,0,0,1,26,16.7,"Kobe Bryant","Regular Season"
62,"2000-04-10","LAL","","SEA","W",1,"45:00",13,28,0.46,0,3,0,7,9,0.78,3,7,10,6,2,0,1,5,33,25.2,"Kobe Bryant","Regular Season"
63,"2000-04-14","LAL","","SAC","W",1,"40:00",13,21,0.62,1,2,0.5,4,6,0.67,1,4,5,5,3,3,1,1,31,29.8,"Kobe Bryant","Regular Season"
64,"2000-04-16","LAL","","MIN","W",1,"42:00",7,18,0.39,0,4,0,11,11,1,1,2,3,10,2,1,6,1,25,19.8,"Kobe Bryant","Regular Season"
65,"2000-04-18","LAL","@","DAL","L",1,"43:00",7,20,0.35,1,5,0.2,1,1,1,8,6,14,6,2,1,6,3,16,11.9,"Kobe Bryant","Regular Season"
66,"2000-04-19","LAL","@","SAS","L",1,"42:00",9,21,0.43,2,5,0.4,3,4,0.75,6,1,7,1,1,0,1,5,23,14.7,"Kobe Bryant","Regular Season"
1,"2000-10-31","LAL","@","POR","W",1,"35:00",4,11,0.36,0,1,0,6,6,1,0,2,2,2,1,1,7,4,14,3,"Kobe Bryant","Regular Season"
2,"2000-11-01","LAL","","UTA","L",1,"37:00",9,21,0.43,1,2,0.5,12,13,0.92,1,3,4,5,0,1,2,3,31,22.1,"Kobe Bryant","Regular Season"
3,"2000-11-04","LAL","@","VAN","W",1,"40:00",9,20,0.45,1,1,1,3,4,0.75,2,3,5,2,5,2,6,3,22,14.1,"Kobe Bryant","Regular Season"
4,"2000-11-05","LAL","","LAC","W",1,"41:00",6,14,0.43,2,4,0.5,7,7,1,0,5,5,6,0,0,2,2,21,16.5,"Kobe Bryant","Regular Season"
5,"2000-11-07","LAL","@","HOU","L",1,"47:00",7,16,0.44,1,3,0.33,0,1,0,1,2,3,3,2,1,1,3,15,10.1,"Kobe Bryant","Regular Season"
6,"2000-11-08","LAL","@","SAS","L",1,"46:00",15,31,0.48,1,3,0.33,1,1,1,1,2,3,8,3,0,3,1,32,22.8,"Kobe Bryant","Regular Season"
7,"2000-11-12","LAL","","HOU","W",1,"44:00",12,29,0.41,1,1,1,12,15,0.8,3,7,10,2,3,0,2,5,37,24.9,"Kobe Bryant","Regular Season"
8,"2000-11-14","LAL","","DEN","W",1,"39:00",12,23,0.52,1,3,0.33,6,6,1,3,1,4,9,2,1,4,4,31,25.5,"Kobe Bryant","Regular Season"
9,"2000-11-16","LAL","@","SAC","W",1,"49:00",9,23,0.39,1,5,0.2,12,12,1,1,9,10,3,0,1,3,4,31,20.1,"Kobe Bryant","Regular Season"
10,"2000-11-18","LAL","@","DEN","L",1,"44:00",10,25,0.4,3,6,0.5,9,10,0.9,1,4,5,4,0,1,3,2,32,19.7,"Kobe Bryant","Regular Season"
11,"2000-11-19","LAL","","CHI","W",1,"39:00",8,22,0.36,0,2,0,6,9,0.67,1,11,12,3,1,0,2,2,22,12.9,"Kobe Bryant","Regular Season"
12,"2000-11-22","LAL","","GSW","W",1,"30:00",13,19,0.68,2,3,0.67,3,4,0.75,1,3,4,7,1,0,8,2,31,21.2,"Kobe Bryant","Regular Season"
13,"2000-11-24","LAL","","MIN","W",1,"38:00",12,20,0.6,1,2,0.5,4,5,0.8,1,3,4,5,1,0,4,2,29,20.7,"Kobe Bryant","Regular Season"
14,"2000-11-27","LAL","@","LAC","W",1,"32:00",10,19,0.53,2,4,0.5,7,7,1,2,5,7,4,1,0,1,3,29,24.2,"Kobe Bryant","Regular Season"
15,"2000-11-28","LAL","","IND","W",1,"37:00",11,24,0.46,3,6,0.5,12,12,1,1,3,4,5,4,0,2,3,37,30.5,"Kobe Bryant","Regular Season"
16,"2000-11-30","LAL","@","SEA","L",1,"37:00",6,16,0.38,0,4,0,5,5,1,1,2,3,4,3,0,6,5,17,7.3,"Kobe Bryant","Regular Season"
17,"2000-12-01","LAL","","SAS","W",1,"44:00",16,31,0.52,2,4,0.5,9,10,0.9,1,2,3,6,1,0,3,3,43,29.6,"Kobe Bryant","Regular Season"
18,"2000-12-03","LAL","","DAL","W",1,"45:00",15,28,0.54,1,3,0.33,7,9,0.78,4,6,10,6,2,2,6,4,38,28.2,"Kobe Bryant","Regular Season"
19,"2000-12-05","LAL","","PHI","W",1,"44:00",15,28,0.54,1,4,0.25,5,5,1,0,1,1,4,0,1,2,4,36,22.6,"Kobe Bryant","Regular Season"
20,"2000-12-06","LAL","@","GSW","L",1,"51:00",18,35,0.51,2,7,0.29,13,13,1,3,4,7,8,2,1,8,4,51,35.7,"Kobe Bryant","Regular Season"
21,"2000-12-08","LAL","","SEA","L",1,"40:00",8,25,0.32,0,1,0,3,5,0.6,0,4,4,2,3,1,2,4,19,6.6,"Kobe Bryant","Regular Season"
22,"2000-12-10","LAL","","DET","W",1,"33:00",11,21,0.52,2,5,0.4,2,2,1,1,3,4,9,1,1,1,2,26,23.5,"Kobe Bryant","Regular Season"
23,"2000-12-12","LAL","","MIL","L",1,"41:00",8,31,0.26,3,10,0.3,6,7,0.86,2,4,6,6,2,0,3,3,25,10.7,"Kobe Bryant","Regular Season"
24,"2000-12-13","LAL","@","POR","L",1,"45:00",13,25,0.52,0,2,0,9,13,0.69,1,5,6,6,2,0,1,5,35,26.5,"Kobe Bryant","Regular Season"
25,"2000-12-15","LAL","","VAN","W",1,"35:00",7,18,0.39,1,3,0.33,2,2,1,1,3,4,1,1,1,3,2,17,7.4,"Kobe Bryant","Regular Season"
26,"2000-12-17","LAL","@","TOR","W",1,"52:00",14,29,0.48,1,5,0.2,11,11,1,1,6,7,4,0,3,2,3,40,29.5,"Kobe Bryant","Regular Season"
27,"2000-12-19","LAL","@","MIA","W",1,"45:00",9,24,0.38,0,2,0,5,8,0.62,2,3,5,6,0,0,3,4,23,10.5,"Kobe Bryant","Regular Season"
28,"2000-12-21","LAL","@","HOU","W",1,"44:00",20,26,0.77,1,1,1,4,6,0.67,3,1,4,3,1,0,1,1,45,38.1,"Kobe Bryant","Regular Season"
29,"2000-12-22","LAL","@","DAL","W",1,"46:00",12,20,0.6,1,1,1,10,10,1,1,3,4,4,0,0,5,5,35,23.2,"Kobe Bryant","Regular Season"
30,"2000-12-25","LAL","","POR","L",1,"45:00",9,20,0.45,0,4,0,11,14,0.79,0,2,2,6,2,0,2,6,29,19.8,"Kobe Bryant","Regular Season"
31,"2000-12-28","LAL","@","PHO","W",1,"33:00",12,19,0.63,3,3,1,11,11,1,1,4,5,1,3,0,1,2,38,33.3,"Kobe Bryant","Regular Season"
32,"2000-12-30","LAL","@","LAC","W",1,"34:00",7,18,0.39,2,7,0.29,1,2,0.5,0,5,5,6,1,0,0,1,17,13.1,"Kobe Bryant","Regular Season"
33,"2001-01-03","LAL","","UTA","W",1,"45:00",13,24,0.54,2,6,0.33,3,4,0.75,0,4,4,4,3,0,5,5,31,19,"Kobe Bryant","Regular Season"
34,"2001-01-07","LAL","","LAC","L",1,"45:00",10,24,0.42,0,5,0,7,8,0.88,2,4,6,4,3,1,4,5,27,16.9,"Kobe Bryant","Regular Season"
35,"2001-01-12","LAL","","CLE","W",1,"42:00",10,25,0.4,2,6,0.33,10,11,0.91,2,3,5,5,2,2,4,6,32,20.9,"Kobe Bryant","Regular Season"
36,"2001-01-13","LAL","@","UTA","L",1,"46:00",8,24,0.33,0,6,0,11,12,0.92,2,7,9,4,3,0,0,5,27,20.3,"Kobe Bryant","Regular Season"
37,"2001-01-15","LAL","","VAN","W",1,"46:00",10,24,0.42,0,4,0,6,8,0.75,0,11,11,11,2,2,3,1,26,23.4,"Kobe Bryant","Regular Season"
38,"2001-01-19","LAL","","HOU","W",1,"39:00",12,22,0.55,1,4,0.25,4,5,0.8,2,4,6,4,3,0,1,3,29,24.2,"Kobe Bryant","Regular Season"
39,"2001-01-21","LAL","","MIA","L",1,"45:00",13,27,0.48,1,3,0.33,7,8,0.88,2,6,8,0,5,1,6,6,34,20.4,"Kobe Bryant","Regular Season"
40,"2001-01-23","LAL","@","SEA","L",1,"43:00",5,19,0.26,1,5,0.2,10,13,0.77,3,5,8,5,2,0,2,3,21,14.4,"Kobe Bryant","Regular Season"
41,"2001-01-26","LAL","","NJN","W",1,"42:00",10,20,0.5,2,4,0.5,4,5,0.8,1,8,9,3,1,0,3,2,26,18,"Kobe Bryant","Regular Season"
42,"2001-01-28","LAL","@","NYK","L",1,"42:00",12,27,0.44,1,3,0.33,8,11,0.73,3,8,11,3,2,0,3,2,33,22.5,"Kobe Bryant","Regular Season"
43,"2001-01-30","LAL","@","CLE","W",1,"41:00",12,26,0.46,0,1,0,23,26,0.88,2,3,5,3,3,1,7,3,47,32.3,"Kobe Bryant","Regular Season"
